table_name,table_description,column_name&description
MH_MODEL_MASTER,This table contains model details data for all vehicle models. It can be joined with the MH_RO_HDR_DETAILS table using the column MODL_CD which serves as the key linking vehicle models to repair orders,TRANSMISSION (STRING) NULLABLE: Transmission

MH_AD_AI_DIMENSION,This table contains information about dealers including their zone area location and segment details. To link this table with the MH_RO_HDR_DETAILS table use a combination of the columns- PARNT_GROP LOCTN_CD and PRODCT_DIVSN. These keys together allow you to join dealer information with the corresponding repair order(RO)records.,delr_name (STRING) NULLABLE: Dealer Name
MH_AD_AI_DIMENSION,This table contains information about dealers including their zone area location and segment details. To link this table with the MH_RO_HDR_DETAILS table use a combination of the columns- PARNT_GROP LOCTN_CD and PRODCT_DIVSN. These keys together allow you to join dealer information with the corresponding repair order(RO)records.,prodct_divsn (STRING) NULLABLE: Product Division
MH_AD_AI_DIMENSION,This table contains information about dealers including their zone area location and segment details. To link this table with the MH_RO_HDR_DETAILS table use a combination of the columns- PARNT_GROP LOCTN_CD and PRODCT_DIVSN. These keys together allow you to join dealer information with the corresponding repair order(RO)records.,actv_ind (STRING) NULLABLE: Active Indicator
MH_AD_AI_DIMENSION,This table contains information about dealers including their zone area location and segment details. To link this table with the MH_RO_HDR_DETAILS table use a combination of the columns- PARNT_GROP LOCTN_CD and PRODCT_DIVSN. These keys together allow you to join dealer information with the corresponding repair order(RO)records.,parnt_grop (STRING) NULLABLE: Parent Group Code
MH_AD_AI_DIMENSION,This table contains information about dealers including their zone area location and segment details. To link this table with the MH_RO_HDR_DETAILS table use a combination of the columns- PARNT_GROP LOCTN_CD and PRODCT_DIVSN. These keys together allow you to join dealer information with the corresponding repair order(RO)records.,PARNT_GROP (STRING) NULLABLE: Parent Group Name
MH_AD_AI_DIMENSION,This table contains information about dealers including their zone area location and segment details. To link this table with the MH_RO_HDR_DETAILS table use a combination of the columns- PARNT_GROP LOCTN_CD and PRODCT_DIVSN. These keys together allow you to join dealer information with the corresponding repair order(RO)records.,loctn_name (STRING) NULLABLE: Location Name
MH_AD_AI_DIMENSION,This table contains information about dealers including their zone area location and segment details. To link this table with the MH_RO_HDR_DETAILS table use a combination of the columns- PARNT_GROP LOCTN_CD and PRODCT_DIVSN. These keys together allow you to join dealer information with the corresponding repair order(RO)records.,loctn_cd (STRING) NULLABLE: Location Code
MH_AD_AI_DIMENSION,This table contains information about dealers including their zone area location and segment details. To link this table with the MH_RO_HDR_DETAILS table use a combination of the columns- PARNT_GROP LOCTN_CD and PRODCT_DIVSN. These keys together allow you to join dealer information with the corresponding repair order(RO)records.,delr_cd (STRING) NULLABLE: Dealer Code
MH_AD_AI_DIMENSION,This table contains information about dealers including their zone area location and segment details. To link this table with the MH_RO_HDR_DETAILS table use a combination of the columns- PARNT_GROP LOCTN_CD and PRODCT_DIVSN. These keys together allow you to join dealer information with the corresponding repair order(RO)records.,area_name (STRING) NULLABLE: Area Name
MH_AD_AI_DIMENSION,This table contains information about dealers including their zone area location and segment details. To link this table with the MH_RO_HDR_DETAILS table use a combination of the columns- PARNT_GROP LOCTN_CD and PRODCT_DIVSN. These keys together allow you to join dealer information with the corresponding repair order(RO)records.,zone_name (STRING) NULLABLE: Zone Name
MH_AD_AI_DIMENSION,This table contains information about dealers including their zone area location and segment details. To link this table with the MH_RO_HDR_DETAILS table use a combination of the columns- PARNT_GROP LOCTN_CD and PRODCT_DIVSN. These keys together allow you to join dealer information with the corresponding repair order(RO)records.,asm_name (STRING) NULLABLE: ASM Name
MH_AD_AI_DIMENSION,This table contains information about dealers including their zone area location and segment details. To link this table with the MH_RO_HDR_DETAILS table use a combination of the columns- PARNT_GROP LOCTN_CD and PRODCT_DIVSN. These keys together allow you to join dealer information with the corresponding repair order(RO)records.,ccm_name (STRING) NULLABLE: CCM Name
MH_AD_AI_DIMENSION,This table contains information about dealers including their zone area location and segment details. To link this table with the MH_RO_HDR_DETAILS table use a combination of the columns- PARNT_GROP LOCTN_CD and PRODCT_DIVSN. These keys together allow you to join dealer information with the corresponding repair order(RO)records.,rsm_name (STRING) NULLABLE: RSM Name
MH_AD_AI_DIMENSION,This table contains information about dealers including their zone area location and segment details. To link this table with the MH_RO_HDR_DETAILS table use a combination of the columns- PARNT_GROP LOCTN_CD and PRODCT_DIVSN. These keys together allow you to join dealer information with the corresponding repair order(RO)records.,rccm_name (STRING) NULLABLE: RCCM Name
MH_AD_AI_DIMENSION,This table contains information about dealers including their zone area location and segment details. To link this table with the MH_RO_HDR_DETAILS table use a combination of the columns- PARNT_GROP LOCTN_CD and PRODCT_DIVSN. These keys together allow you to join dealer information with the corresponding repair order(RO)records.,zonal_head_sales (STRING) NULLABLE: Zonal Head Sales
MH_AD_AI_DIMENSION,This table contains information about dealers including their zone area location and segment details. To link this table with the MH_RO_HDR_DETAILS table use a combination of the columns- PARNT_GROP LOCTN_CD and PRODCT_DIVSN. These keys together allow you to join dealer information with the corresponding repair order(RO)records.,zonal_head_cc (STRING) NULLABLE: Zonal Head Customer Care

MH_CUST_VERBATIM,This table contains customer issue verbatim data related to repair orders. The column 'SV_RO_HDR_SK' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking customer feedback to the corresponding repair orders.,ro_number (STRING) NULLABLE: RO Number
MH_CUST_VERBATIM,This table contains customer issue verbatim data related to repair orders. The column 'SV_RO_HDR_SK' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking customer feedback to the corresponding repair orders.,sv_ro_hdr_sk (INTEGER) NULLABLE: Service RO Header SK
MH_CUST_VERBATIM,This table contains customer issue verbatim data related to repair orders. The column 'SV_RO_HDR_SK' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking customer feedback to the corresponding repair orders.,demanded_verbatim (STRING) NULLABLE: Demanded Verbatim
MH_CUST_VERBATIM,This table contains customer issue verbatim data related to repair orders. The column 'SV_RO_HDR_SK' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking customer feedback to the corresponding repair orders.,verbatim_group (STRING) NULLABLE: Verbatim Group
MH_CUST_VERBATIM,This table contains customer issue verbatim data related to repair orders. The column 'SV_RO_HDR_SK' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking customer feedback to the corresponding repair orders.,verbatim_code (STRING) NULLABLE: Verbatim Code
MH_CUST_VERBATIM,This table contains customer issue verbatim data related to repair orders. The column 'SV_RO_HDR_SK' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking customer feedback to the corresponding repair orders.,cust_verbtm_desc (STRING) NULLABLE: Customer Verbatim Description
MH_CUST_VERBATIM,This table contains customer issue verbatim data related to repair orders. The column 'SV_RO_HDR_SK' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking customer feedback to the corresponding repair orders.,verbatim_group_desc (STRING) NULLABLE: Verbatim Group Description

MH_RO_LABOUR,This table Contains Labour consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Labour details to the corresponding repair orders.,sv_ro_hdr_sk (INTEGER) NULLABLE: Service RO Header SK
MH_RO_LABOUR,This table Contains Labour consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Labour details to the corresponding repair orders.,sv_ro_bill_hdr_sk (INTEGER) NULLABLE: Service RO Bill Header SK
MH_RO_LABOUR,This table Contains Labour consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Labour details to the corresponding repair orders.,sv_ro_bill_labr_dtl_sk (INTEGER) NULLABLE: Service RO Bill Labour Detail SK
MH_RO_LABOUR,This table Contains Labour consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Labour details to the corresponding repair orders.,standrd_hrs (NUMERIC) NULLABLE: Standard Hours
MH_RO_LABOUR,This table Contains Labour consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Labour details to the corresponding repair orders.,sv_labr_mst_sk (INTEGER) NULLABLE: Service Labour Master SK
MH_RO_LABOUR,This table Contains Labour consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Labour details to the corresponding repair orders.,labr_desc (STRING) NULLABLE: Labour Description
MH_RO_LABOUR,This table Contains Labour consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Labour details to the corresponding repair orders.,labr_tax (NUMERIC) NULLABLE: Labour Tax
MH_RO_LABOUR,This table Contains Labour consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Labour details to the corresponding repair orders.,labrAmount (NUMERIC) NULLABLE: Labour Amount
MH_RO_LABOUR,This table Contains Labour consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Labour details to the corresponding repair orders.,labr_rate (NUMERIC) NULLABLE: Labour Rate
MH_RO_LABOUR,This table Contains Labour consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Labour details to the corresponding repair orders.,labr_charg_hrs (NUMERIC) NULLABLE: Labour Charged Hours
MH_RO_LABOUR,This table Contains Labour consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Labour details to the corresponding repair orders.,labr_discnt_amnt (NUMERIC) NULLABLE: Labour Discount Amount
MH_RO_LABOUR,This table Contains Labour consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Labour details to the corresponding repair orders.,labr_totl_amnt (NUMERIC) NULLABLE: Labour Total Amount
MH_RO_LABOUR,This table Contains Labour consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Labour details to the corresponding repair orders.,totalBillAmount (NUMERIC) NULLABLE: Total Bill Amount
MH_RO_LABOUR,This table Contains Labour consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Labour details to the corresponding repair orders.,labour_billable_type_name (STRING) NULLABLE: Labour Billable Type Name
MH_RO_LABOUR,This table Contains Labour consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Labour details to the corresponding repair orders.,labour_type_name (STRING) NULLABLE: Labour Type Name
MH_RO_LABOUR,This table Contains Labour consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Labour details to the corresponding repair orders.,labour_group_name (STRING) NULLABLE: Labour Group Name
MH_RO_LABOUR,This table Contains Labour consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Labour details to the corresponding repair orders.,labr_code (STRING) NULLABLE: Labour Code Name

MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,sv_ro_hdr_sk (INTEGER) NULLABLE: Service RO Header SK
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,sv_ro_bill_hdr_sk (INTEGER) NULLABLE: Service RO Bill Header SK
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,sv_ro_bill_part_dtl_sk (INTEGER) NULLABLE: Service RO Bill Part Detail SK
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,part_code (STRING) NULLABLE: Part Code
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,part_desc (STRING) NULLABLE: Part Description
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,part_quantity (NUMERIC) NULLABLE: Part Quantity
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,part_rate (NUMERIC) NULLABLE: Part Rate
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,partamount (NUMERIC) NULLABLE: Part Amount
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,part_tax (NUMERIC) NULLABLE: Part Tax
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,part_discnt_amnt (NUMERIC) NULLABLE: Part Discount Amount
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,part_totl_amnt (NUMERIC) NULLABLE: Part Total Amount
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,oem_part_ind (STRING) NULLABLE: OEM Part Indicator
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,abc_ind (STRING) NULLABLE: ABC Indicator
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,hml_ind (STRING) NULLABLE: HML Indicator
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,landed_cost (NUMERIC) NULLABLE: Landed Cost
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,ris_ind (STRING) NULLABLE: RIS Indicator
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,purchs_pric (NUMERIC) NULLABLE: Purchase Price
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,selng_pric (NUMERIC) NULLABLE: Selling Price
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,mrp (NUMERIC) NULLABLE: MRP
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,hsn (STRING) NULLABLE: HSN
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,net_delr_pric (NUMERIC) NULLABLE: Net Dealer Price
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,discnt_rate (NUMERIC) NULLABLE: Discount Rate
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,gndp (NUMERIC) NULLABLE: GNDP
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,ndp (NUMERIC) NULLABLE: NDP
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,bill_share (NUMERIC) NULLABLE: Bill Share
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,total_bill_amount (NUMERIC) NULLABLE: Total Bill Amount
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,part_category_description (STRING) NULLABLE: Part Category Description
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,part_billable_type_name (STRING) NULLABLE: Part Billable Type Name
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,discount_type_name (STRING) NULLABLE: Discount Type Name
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,product_division_name (STRING) NULLABLE: Product Division Name
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,part_type_name (STRING) NULLABLE: Part Type Name
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,part_category_group (STRING) NULLABLE: Part Category Group
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,common_part_category (STRING) NULLABLE: Common Part Category
MH_RO_PARTS,This table Contains Parts consumed in repair orders or RO. The column 'sv_ro_bill_hdr_sk' is used as a key to join this table with the MH_RO_HDR_DETAILS table linking Parts details to the corresponding repair orders.,category1 (STRING) NULLABLE: Category1

MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,RO_CANCL_DATE (DATE) NULLABLE: RO Cancel Date
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,SPOT_CARE_APPL_FL (STRING) NULLABLE: Spot Care Applied Flag
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,VEHCL_TOE_IND (STRING) NULLABLE: Vehicle TOE Indicator
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,VIN (STRING) NULLABLE: VIN
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,RO_DATE (DATE) NULLABLE: RO Date
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,RO_DATETIME (TIMESTAMP) NULLABLE: RO DateTime
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,BILL_DATE (DATE) NULLABLE: Bill Date
